Unnamed: 0,PLAYER,OverseasIndian,TYPE,Played For Country,Predicted Price,Selling Price,Base Price,Performance,Auction Number
87,Rithik Easwaran,Indian,Batter,0.0,2108651.5,24000000.0,0.0,0.324137867,3
88,Rohan Kunnummal,Indian,Batter,0.0,2113291.5,0.0,2000000.0,0.324137867,3
89,Salman Nizar,Indian,Batter,0.0,2114451.5,0.0,2000000.0,0.324137867,3
90,Saurav Chuahan,Indian,Batter,0.0,2115872.5,0.0,2000000.0,0.324137867,3
91,Subhranshu Senapati,Indian,Batter,0.0,2114451.8,2000000.0,0.0,0.324137867,3
92,Sudip Gharami,Indian,Batter,0.0,2115872.5,2000000.0,0.0,0.324137867,3
93,Sumeet Verma,Indian,Batter,0.0,2122572.0,0.0,2000000.0,0.324137867,3
94,Swastik Chhikara,Indian,Batter,0.0,2115872.5,0.0,2000000.0,0.324137867,3
95,Tanmay Mishra,Indian,Batter,1.0,2991941.0,0.0,2000000.0,0.324137867,3
96,Baba Indrajith,Indian,Wicket-Keeper,0.0,2285968.5,0.0,2000000.0,0.322808692,3
97,David Wiese,Overseas,All-Rounder,1.0,17747666.0,0.0,5000000.0,0.316350099,3
98,Raj Angad Bawa,Indian,All-Rounder,0.0,2267550.8,2000000.0,0.0,0.315972611,3
99,Duan Jansen,Overseas,All-Rounder,1.0,7989307.0,0.0,5000000.0,0.314688753,3
100,Jason Holder,Overseas,All-Rounder,1.0,27253400.0,5000000.0,0.0,0.307516715,3
101,Odean Smith,Overseas,All-Rounder,1.0,14362728.0,0.0,5000000.0,0.28997336,3
102,Tom Curran,Overseas,All-Rounder,1.0,12891292.0,0.0,2000000.0,0.286161853,3
103,Keemo Paul,Overseas,All-Rounder,1.0,12765223.0,0.0,20000000.0,0.282537361,3
104,George Garton,Overseas,All-Rounder,1.0,3981880.8,0.0,5000000.0,0.281029972,3
105,Avanish Rao Aravelly,Indian,Wicket-Keeper,0.0,2113026.8,2000000.0,0.0,0.277136011,3
106,William Salzmann,Overseas,Wicket-Keeper,0.0,2116039.5,0.0,20000000.0,0.277136011,3
107,Anmol Malhotra,Indian,Wicket-Keeper,0.0,2113926.0,0.0,2000000.0,0.277136011,3
108,Avneesh Sudha,Indian,Wicket-Keeper,0.0,2106965.8,0.0,2000000.0,0.277136011,3
109,B.R. Sharath,Indian,Wicket-Keeper,0.0,2113026.8,2000000.0,0.0,0.277136011,3
110,Bhagmender Lather,Indian,Wicket-Keeper,0.0,2111606.0,0.0,2000000.0,0.277136011,3
111,Bipin Saurabh,Indian,Wicket-Keeper,0.0,2109285.8,0.0,2000000.0,0.277136011,3
112,Darshan Misal,Indian,Wicket-Keeper,0.0,2117405.8,0.0,2000000.0,0.277136011,3
113,G. Ajitesh,Indian,Wicket-Keeper,0.0,2113026.8,0.0,2000000.0,0.277136011,3
114,Gourav Choudhary,Indian,Wicket-Keeper,0.0,2113026.8,0.0,2000000.0,0.277136011,3
115,Harvik Desai,Indian,Wicket-Keeper,0.0,2109286.0,0.0,2000000.0,0.277136011,3
116,K.L. Shrijith,Indian,Wicket-Keeper,0.0,2113026.8,2000000.0,0.0,0.277136011,3
117,L.R. Chethan,Indian,Wicket-Keeper,0.0,2108125.5,0.0,3000000.0,0.277136011,3
118,Mahesh Pithiya,Indian,Wicket-Keeper,0.0,2106965.8,0.0,2000000.0,0.277136011,3
119,Mohit Ahlawat,Indian,Wicket-Keeper,0.0,2113926.0,0.0,2000000.0,0.277136011,3
120,Nihal Ullal,Indian,Wicket-Keeper,0.0,2116246.0,0.0,2000000.0,0.277136011,3
121,Philip Salt,Overseas,Wicket-Keeper,1.0,14558553.0,0.0,5000000.0,0.277136011,3
122,Prasad Pawar,Indian,Wicket-Keeper,0.0,2113926.0,0.0,2000000.0,0.277136011,3
123,Robin Minz,Indian,Wicket-Keeper,0.0,2105805.8,0.0,2000000.0,0.277136011,3
124,Shakir Gandhi,Indian,Wicket-Keeper,0.0,2109286.0,72000000.0,0.0,0.277136011,3
125,Sumit Ghadigaonkar,Indian,Wicket-Keeper,0.0,2117405.8,0.0,2000000.0,0.277136011,3
126,Urvil Patel,Indian,Wicket-Keeper,0.0,2110446.0,0.0,2000000.0,0.277136011,3
127,Vishnu Solanki,Indian,Wicket-Keeper,1.0,3690989.5,0.0,5000000.0,0.277136011,3
128,Wayne Parnell,Overseas,Bowler,1.0,20410150.0,0.0,5000000.0,0.275016796,3
129,Ravi Teja,Indian,All-Rounder,0.0,2120133.5,2000000.0,0.0,0.274429165,3
130,Mohammad Kaif,Indian,All-Rounder,0.0,2371265.0,2000000.0,0.0,0.273509163,3
131,Matthew Forde,Overseas,All-Rounder,0.0,2114126.8,15000000.0,0.0,0.271674942,3
132,Kumar Kushagra,Indian,Wicket-Keeper,0.0,2103485.5,0.0,2000000.0,0.270343243,3
133,Ashton Agar,Overseas,All-Rounder,1.0,16290735.0,0.0,7500000.0,0.262238387,3
134,Matt Henry,Overseas,Bowler,1.0,6557423.5,0.0,5000000.0,0.262231873,3
135,Corbin Bosch,Overseas,All-Rounder,0.0,2123406.5,0.0,15000000.0,0.259994086,3
136,Jalaj Saxena,Indian,All-Rounder,0.0,2065508.0,0.0,2000000.0,0.251578827,3
137,M. Siddharth,Indian,Bowler,0.0,2125070.2,0.0,2000000.0,0.250982636,3
138,Kyle Jamieson,Overseas,Bowler,1.0,10836459.0,5000000.0,0.0,0.249623973,3
139,Sean Abbott,Overseas,All-Rounder,1.0,6084799.0,0.0,2000000.0,0.245707699,3
140,Aarya Desai,Indian,All-Rounder,0.0,2101572.5,0.0,2000000.0,0.23946486,3
141,Abid Mushtaq,Indian,All-Rounder,0.0,2108533.0,2000000.0,0.0,0.23946486,3
142,Akash Sengupta,Indian,All-Rounder,0.0,2105053.2,2000000.0,0.0,0.23946486,3
143,Akash Vashisht,Indian,All-Rounder,0.0,2109954.2,2000000.0,0.0,0.23946486,3
144,Aman Khan,Indian,All-Rounder,1.0,7974187.5,0.0,2000000.0,0.23946486,3
145,Aniketh Reddy,Indian,All-Rounder,0.0,2502531.5,0.0,2000000.0,0.23946486,3
146,Ansh Patel,Indian,All-Rounder,0.0,9144016.0,0.0,2000000.0,0.23946486,3
147,Aradhya Shukla,Indian,All-Rounder,1.0,3291579.8,0.0,2000000.0,0.23946486,3
148,Ashwin Das,Indian,All-Rounder,0.0,2110853.2,0.0,2000000.0,0.23946486,3
149,Atal Rai,Indian,All-Rounder,0.0,2109954.2,6000000.0,0.0,0.23946486,3
150,Atharva Ankolekar,Indian,All-Rounder,0.0,2105053.2,0.0,2000000.0,0.23946486,3
151,Atit Sheth,Indian,All-Rounder,0.0,2109693.2,0.0,2000000.0,0.23946486,3
152,Baba Aparajith,Indian,All-Rounder,0.0,2112013.2,0.0,2000000.0,0.23946486,3
153,Dev Lakra,Indian,All-Rounder,0.0,2101572.5,0.0,2000000.0,0.23946486,3
154,Divij Mehra,Indian,All-Rounder,0.0,2102733.0,0.0,2000000.0,0.23946486,3
155,Harsh Dubey,Indian,All-Rounder,0.0,2102733.0,0.0,3000000.0,0.23946486,3
156,Jass Inder Baidwan,Indian,All-Rounder,0.0,2109954.2,2000000.0,0.0,0.23946486,3
157,Jitender Pal,Indian,All-Rounder,0.0,2109954.2,0.0,2000000.0,0.23946486,3
158,Kaushal Tambe,Indian,All-Rounder,0.0,2102733.0,0.0,2000000.0,0.23946486,3
159,Kaushik Maity,Indian,All-Rounder,0.0,2106213.0,0.0,2000000.0,0.23946486,3
160,Mani Sankar Mura Singh,Indian,All-Rounder,0.0,2109954.2,0.0,2000000.0,0.23946486,3
161,Manvanth Kumar,Indian,All-Rounder,0.0,2100412.8,0.0,2000000.0,0.23946486,3
162,Mohd Arslan Khan,Indian,All-Rounder,0.0,2835830.5,0.0,2000000.0,0.23946486,3
163,Mohd. Arshad Khan,Indian,All-Rounder,0.0,2835830.5,2000000.0,0.0,0.23946486,3
164,Mohit Rathee,Indian,All-Rounder,0.0,2263706.5,0.0,2000000.0,0.23946486,3
165,Mohit Redkar,Indian,All-Rounder,0.0,2105053.2,0.0,2000000.0,0.23946486,3
166,Murugan Abhishek,Indian,All-Rounder,0.0,2100412.8,0.0,2000000.0,0.23946486,3
167,Musheer Khan,Indian,All-Rounder,0.0,2825128.8,0.0,2000000.0,0.23946486,3
168,Nasir Lone,Indian,All-Rounder,0.0,2109954.2,0.0,2000000.0,0.23946486,3
169,Ninad Rathva,Indian,All-Rounder,0.0,2106213.0,0.0,2000000.0,0.23946486,3
170,P.A. Abdul,Indian,All-Rounder,0.0,2109954.2,0.0,2000000.0,0.23946486,3
171,Pradosh Paul,Indian,All-Rounder,0.0,2105053.2,58000000.0,0.0,0.23946486,3
172,Prerit Dutta,Indian,All-Rounder,0.0,2107373.0,0.0,2000000.0,0.23946486,3
173,Rahul Buddhi,Indian,All-Rounder,0.0,2108533.0,0.0,2000000.0,0.23946486,3
174,Raj Chaudhary,Indian,All-Rounder,0.0,2103893.0,0.0,2000000.0,0.23946486,3
175,Ravi Chauhan,Indian,All-Rounder,0.0,2113173.0,0.0,2000000.0,0.23946486,3
176,Rohit Rayudu,Indian,All-Rounder,0.0,2112013.2,0.0,2000000.0,0.23946486,3
177,Sahil Dhiwan,Indian,All-Rounder,0.0,2108533.0,0.0,2000000.0,0.23946486,3
178,Sairaj Patil,Indian,All-Rounder,1.0,2796023.5,0.0,2000000.0,0.23946486,3
179,Sanjay Pahal,Indian,All-Rounder,0.0,2113173.0,0.0,2000000.0,0.23946486,3
180,Saransh Jain,Indian,All-Rounder,0.0,2113173.0,0.0,2000000.0,0.23946486,3
181,Sarfaraz Khan,Indian,All-Rounder,0.0,2537590.0,0.0,2000000.0,0.23946486,3
182,Saumy Pandey,Indian,All-Rounder,0.0,2100412.8,0.0,2000000.0,0.23946486,3
183,Saurabh Kumar,Indian,All-Rounder,0.0,2113173.0,0.0,2000000.0,0.23946486,3
184,Shubham Singh Pundir,Indian,All-Rounder,0.0,2109954.2,0.0,2000000.0,0.23946486,3
185,Shubhang Hegde,Indian,All-Rounder,0.0,2103893.0,2000000.0,0.0,0.23946486,3
186,Suryansh Shedge,Indian,All-Rounder,0.0,2101572.5,0.0,2000000.0,0.23946486,3
187,Tanay Thyagarajann,Indian,All-Rounder,0.0,2109954.2,0.0,2000000.0,0.23946486,3
188,Tanush Kotian,Indian,All-Rounder,0.0,2107373.0,0.0,2000000.0,0.23946486,3
189,Utkarsh Singh,Indian,All-Rounder,0.0,2107373.0,0.0,2000000.0,0.23946486,3
190,Vaisakh Chandran,Indian,All-Rounder,0.0,2109693.2,2000000.0,0.0,0.23946486,3
191,Vineet Dhankhar,Indian,All-Rounder,0.0,2100412.8,0.0,2000000.0,0.23946486,3
192,Vivrant Sharma,Indian,All-Rounder,0.0,2540788.5,0.0,2000000.0,0.23946486,3
193,Writtick Chatterjee,Indian,All-Rounder,0.0,2114333.0,0.0,2000000.0,0.23946486,3
194,Ben Dwarshuis,Overseas,Bowler,1.0,2391955.5,0.0,10000000.0,0.234218635,3
195,Tim Southee,Overseas,Bowler,1.0,38743040.0,0.0,7500000.0,0.229635834,3
196,Prenelan Subrayen,Overseas,All-Rounder,0.0,2124566.8,0.0,20000000.0,0.222985935,3
197,Akeal Hosein,Overseas,Bowler,1.0,13476378.0,0.0,15000000.0,0.214801719,3
198,Jaydev Unadkat,Indian,Bowler,1.0,7641269.5,2000000.0,2000000.0,0.209541244,3
199,Keshav Maharaj,Overseas,All-Rounder,1.0,9653881.0,0.0,10000000.0,0.207179462,3
200,Harshal Patel,Indian,All-Rounder,1.0,19530762.0,5000000.0,0.0,0.198697015,3
201,Shardul Thakur,Indian,All-Rounder,1.0,22217538.0,0.0,2000000.0,0.198463819,3
202,Jhye Richardson,Overseas,Bowler,1.0,9336875.0,0.0,3000000.0,0.197578022,3
203,Anshul Kamboj,Indian,All-Rounder,0.0,2105053.2,0.0,2000000.0,0.189058207,3
204,James Neesham,Overseas,All-Rounder,1.0,20580640.0,0.0,10000000.0,0.187323517,3
205,K.C Cariappa,Indian,Bowler,0.0,2532708.0,0.0,2000000.0,0.185699108,3
206,Adam Milne,Overseas,Bowler,1.0,15488255.0,0.0,7500000.0,0.1853424,3
207,Adil Rashid,Overseas,Bowler,1.0,26448402.0,20000000.0,0.0,0.182810408,3
208,Chris Woakes,Overseas,All-Rounder,1.0,11724359.0,68000000.0,0.0,0.182639703,3
209,Barinder Sran,Indian,Bowler,1.0,3093413.0,0.0,2000000.0,0.182634806,3
210,Shreyas Gopal,Indian,Bowler,0.0,2494120.5,0.0,2000000.0,0.177140545,3
211,Jagadeesha Suchith,Indian,Bowler,0.0,3842254.0,0.0,2000000.0,0.173835317,3
212,Alzarri Joseph,Overseas,Bowler,1.0,13742845.0,0.0,2000000.0,0.173307818,3
213,Hrithik Shokeen,Indian,All-Rounder,0.0,6295063.0,0.0,2000000.0,0.172556445,3
214,Gus Atkinson,Overseas,Bowler,1.0,2140985.0,0.0,2000000.0,0.172205185,3
215,Chris Wood,Overseas,Bowler,0.0,2136464.2,0.0,15000000.0,0.171911972,3
216,Lockie Ferguson,Overseas,Bowler,1.0,15268348.0,0.0,5000000.0,0.169896119,3
217,Manav Suthar,Indian,Bowler,0.0,2111150.0,0.0,2000000.0,0.168146016,3
218,Luke Wood,Overseas,Bowler,1.0,2661003.5,0.0,5000000.0,0.166178843,3
219,Umesh Yadav,Indian,Bowler,1.0,14503872.0,0.0,2000000.0,0.16477312,3
220,Fabian Allen,Overseas,All-Rounder,0.0,12678001.0,0.0,15000000.0,0.163094691,3
221,S Midhun,Indian,Bowler,0.0,2039616.8,0.0,2000000.0,0.158992715,3
222,Chris Jordan,Overseas,Bowler,1.0,35404580.0,0.0,5000000.0,0.157244343,3
223,Mitchell Starc,Overseas,Bowler,1.0,19762206.0,0.0,10000000.0,0.154317668,3
224,William O'Rourke,Overseas,Bowler,0.0,2123704.0,0.0,15000000.0,0.152264534,3
225,Mujeeb Rahman,Overseas,Bowler,1.0,12732593.0,15000000.0,0.0,0.152084009,3
226,Obed Mccoy,Overseas,Bowler,0.0,2128343.8,0.0,5000000.0,0.151606039,3
227,Ish Sodhi,Overseas,Bowler,1.0,27426448.0,0.0,5000000.0,0.15027804,3
228,Shivam Sharma,Indian,Bowler,1.0,2789786.2,0.0,2000000.0,0.148353718,3
229,Richard Ngarava,Overseas,Bowler,1.0,12172691.0,0.0,10000000.0,0.14740531,3
230,Paul Van Meekeren,Overseas,Bowler,1.0,19877548.0,0.0,5000000.0,0.145555757,3
231,Rahul Shukla,Indian,Bowler,0.0,2478312.0,0.0,2000000.0,0.141970152,3
232,Spencer Johnson,Overseas,Bowler,1.0,2144465.0,0.0,10000000.0,0.139815489,3
233,Abhilash Shetty,Indian,Bowler,0.0,2115790.2,0.0,2000000.0,0.136903569,3
234,Akhin Sathar,Indian,Bowler,0.0,2111150.0,0.0,2000000.0,0.136903569,3
235,Allah Ghazanfar,Overseas,Bowler,0.0,2116743.5,0.0,4000000.0,0.136903569,3
236,Arpit Guleria,Indian,Bowler,0.0,2116950.5,0.0,2000000.0,0.136903569,3
237,Ashok Sharma,Indian,Bowler,1.0,7432149.5,0.0,2000000.0,0.136903569,3
238,Ashwani Kumar,Indian,Bowler,0.0,2116950.5,2000000.0,0.0,0.136903569,3
239,B. Surya,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,0.136903569,3
240,Basit Bashir,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,0.136903569,3
241,Bhuwan Rohilla,Indian,Bowler,0.0,2112310.5,0.0,2000000.0,0.136903569,3
242,Chintal Gandhi,Indian,Bowler,0.0,2120430.5,0.0,2000000.0,0.136903569,3
243,Devang Karamta,Indian,Bowler,0.0,2115790.2,0.0,2000000.0,0.136903569,3
244,Devendra Singh Bora,Indian,Bowler,0.0,2113470.2,0.0,2000000.0,0.136903569,3
245,Digvesh Singh,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,0.136903569,3
246,Divesh Sharma,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,0.136903569,3
247,Ganesh Chaudhary,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,0.136903569,3
248,Gourav Yadav,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,0.136903569,3
249,Gurjapneet Singh,Indian,Bowler,1.0,8402333.0,16000000.0,0.0,0.136903569,3
250,Gurnoor Singh Brar,Indian,Bowler,0.0,2315611.0,0.0,2000000.0,0.136903569,3
251,Ishan Porel,Indian,Bowler,0.0,2087011.4,0.0,2000000.0,0.136903569,3
252,Jasmer Dhankhar,Indian,Bowler,0.0,2115790.0,0.0,2000000.0,0.136903569,3
253,Jhathavedh Subramanyan,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,0.136903569,3
254,K.M Asif,Indian,Bowler,0.0,3390081.8,0.0,2000000.0,0.136903569,3
255,Kuldip Yadav,Indian,Bowler,0.0,2559719.0,0.0,2000000.0,0.136903569,3
256,Kulwant Khejroliya,Indian,Bowler,0.0,2637747.0,0.0,2000000.0,0.136903569,3
257,Lukman Hussain Meriwala,Indian,Bowler,0.0,2070688.6,74000000.0,0.0,0.136903569,3
258,Manish Reddy,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,0.136903569,3
259,Manit Singh,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,0.136903569,3
260,Mohammed Kaif,Indian,Bowler,0.0,2362440.0,2000000.0,0.0,0.136903569,3
261,Mohit Avasthi,Indian,Bowler,0.0,2122750.8,0.0,2000000.0,0.136903569,3
262,Money Grewal,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,0.136903569,3
263,Monish Reddy,Indian,Bowler,0.0,2111150.0,0.0,2000000.0,0.136903569,3
264,Mrinmoy Dutta,Indian,Bowler,0.0,2115790.2,0.0,2000000.0,0.136903569,3
265,Mujtaba Yousuf,Indian,Bowler,0.0,2111150.0,0.0,2000000.0,0.136903569,3
266,Mukhtar Hussain,Indian,Bowler,0.0,2114630.5,0.0,2000000.0,0.136903569,3
267,Murgan Ashwin,Indian,Bowler,0.0,4949784.5,0.0,2000000.0,0.136903569,3
268,Mustaq Beg,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,0.136903569,3
269,Nitin Verma,Indian,Bowler,0.0,2118371.2,0.0,5000000.0,0.136903569,3
270,Pankaj Yadav,Indian,Bowler,0.0,2118110.2,74000000.0,0.0,0.136903569,3
271,Prince Choudhary,Indian,Bowler,0.0,2114630.5,0.0,2000000.0,0.136903569,3
272,Pulkit Narang,Indian,Bowler,0.0,2120430.5,10000000.0,0.0,0.136903569,3
273,Raghav Goyal,Indian,Bowler,0.0,2339667.2,0.0,2000000.0,0.136903569,3
274,Raj Limbani,Indian,Bowler,0.0,2107670.0,0.0,2000000.0,0.136903569,3
275,Rakshan Readdi,Indian,Bowler,0.0,2113470.2,0.0,2000000.0,0.136903569,3
276,Rasikh Dar,Indian,Bowler,0.0,2113470.2,0.0,2000000.0,0.136903569,3
277,Ravi Kumar,Indian,Bowler,0.0,3582952.8,2000000.0,0.0,0.136903569,3
278,Sachin Bhosale,Indian,Bowler,0.0,2115790.2,0.0,2000000.0,0.136903569,3
279,Saurabh Dubey,Indian,Bowler,0.0,2115790.2,0.0,2000000.0,0.136903569,3
280,Shiva Singh,Indian,Bowler,1.0,10515822.0,16000000.0,0.0,0.136903569,3
281,Shreyas Gurav,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,0.136903569,3
282,Shubham Agrawal,Indian,Bowler,0.0,2118371.2,2000000.0,0.0,0.136903569,3
283,Shubham Kapse,Indian,Bowler,0.0,2120430.5,0.0,2000000.0,0.136903569,3
284,Venkatesh Muralidhara,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,0.136903569,3
285,Vishal Godara,Indian,Bowler,0.0,2109990.0,0.0,2000000.0,0.136903569,3
286,Vishu Kashyap,Indian,Bowler,0.0,2115790.2,2000000.0,0.0,0.136903569,3
287,Waseem Bashir,Indian,Bowler,0.0,2113470.2,24000000.0,0.0,0.136903569,3
288,Yuvraj Chudasama,Indian,Bowler,0.0,2119270.5,0.0,2000000.0,0.136903569,3
289,Josh Hazlewood,Overseas,Bowler,1.0,20874890.0,42000000.0,0.0,0.136063661,3
290,Kamlesh Nagarkoti,Indian,All-Rounder,0.0,2625603.0,2000000.0,0.0,0.135642507,3
291,Basil Thampi,Indian,Bowler,0.0,3858707.0,0.0,2000000.0,0.134811519,3
292,Daniel Sams,Overseas,All-Rounder,1.0,15389401.0,0.0,10000000.0,0.133454617,3
293,Shivam Mavi,Indian,Bowler,1.0,10587446.0,58000000.0,0.0,0.133335708,3
294,Lizaad Williams,Overseas,Bowler,1.0,4977752.0,0.0,5000000.0,0.133191354,3
295,Nuwan Thushara,Overseas,Bowler,1.0,3962415.0,0.0,5000000.0,0.132719293,3
296,Ollie Robinson,Overseas,Bowler,0.0,2132984.0,0.0,5000000.0,0.132498168,3
297,Nikhil Naik,Indian,Wicket-Keeper,0.0,2262930.0,0.0,2000000.0,0.128772951,3
298,Tymal Mills,Overseas,Bowler,1.0,10392962.0,15000000.0,0.0,0.128497395,3
299,Olly Stone,Overseas,Bowler,1.0,2342565.2,20000000.0,0.0,0.12836434,3
300,Siddharth Kaul,Indian,Bowler,1.0,3418203.5,5000000.0,0.0,0.128158696,3
301,Fareed Ahmad,Overseas,Bowler,1.0,9945841.0,0.0,7500000.0,0.128084347,3
302,Mohammad Waqar Salamkheil,Overseas,Bowler,0.0,2129765.0,0.0,10000000.0,0.125806012,3
303,Prithvi Raj Yarra,Indian,Bowler,0.0,2115790.2,0.0,2000000.0,0.125321942,3
304,Mustafizur Rahman,Overseas,Bowler,1.0,30483042.0,20000000.0,0.0,0.123728816,3
305,Akash Singh,Indian,Bowler,0.0,3987720.5,2000000.0,0.0,0.12361147,3
306,Lahiru Kumara,Overseas,Bowler,0.0,2128343.8,0.0,15000000.0,0.118748379,3
307,Ottneil Baartman,Overseas,Bowler,0.0,2129765.0,100000000.0,0.0,0.114882486,3
308,Richard Gleeson,Overseas,Bowler,1.0,4135650.0,0.0,15000000.0,0.113641298,3
309,Chetan Sakariya,Indian,Bowler,1.0,5381371.0,0.0,2000000.0,0.110903412,3
310,Lalit Yadav,Indian,Bowler,0.0,6116641.0,0.0,2000000.0,0.110506106,3
311,Sakib Hussain,Indian,Bowler,0.0,2108830.2,0.0,2000000.0,0.108552414,3
312,Varun Aaron,Indian,Bowler,0.0,2872684.0,0.0,2000000.0,0.101929849,3
313,Nandre Burger,Overseas,Bowler,1.0,2144465.0,0.0,2000000.0,0.095625508,3
314,George Scrimshaw,Overseas,Bowler,0.0,2127184.2,15000000.0,0.0,0.093897315,3
315,Tabraiz Shamsi,Overseas,Bowler,1.0,19768138.0,0.0,20000000.0,0.091818877,3
316,Billy Stanlake,Overseas,Bowler,1.0,10452712.0,42000000.0,0.0,0.091515455,3
317,Kwena Maphaka,Overseas,Bowler,0.0,2117903.5,0.0,7500000.0,0.086785107,3
318,Kartik Tyagi,Indian,Bowler,0.0,3639234.0,2000000.0,0.0,0.083766891,3
319,Vishwanath Pratap Singh,Indian,All-Rounder,0.0,2199719.8,0.0,2000000.0,0.083598368,3
320,Blessing Muzarabani,Overseas,Bowler,1.0,11015430.0,0.0,5000000.0,0.078919388,3
321,Oshane Thomas,Overseas,Bowler,1.0,9003423.0,0.0,20000000.0,0.069853218,3
322,Dilshan Madushanka,Overseas,Bowler,1.0,4198978.5,0.0,5000000.0,0.068660556,3
323,Sandeep Warrier,Indian,Bowler,1.0,2715605.8,0.0,2000000.0,0.068624616,3
324,Lance Morris,Overseas,Bowler,0.0,2127184.2,68000000.0,0.0,0.053936128,3
325,Sushant Mishra,Indian,Bowler,0.0,2113470.2,0.0,2000000.0,0.048727428,3
326,Yash Dayal,Indian,Bowler,0.0,7120863.5,0.0,2000000.0,0.028820993,3
327,Riley Meredith,Overseas,Bowler,1.0,9330067.0,0.0,5000000.0,0.016387463,3
328,Shamar Joseph,Overseas,Bowler,0.0,2126024.0,0.0,20000000.0,0.008978054,3
0,Finn Allen,Overseas,Batter,0.0,16480667.0,0.0,10000000.0,0.841418088,4
1,Ashutosh Sharma,Indian,All-Rounder,0.0,7400235.5,0.0,3000000.0,0.822750703,4
2,Kusal Mendis,Overseas,Wicket-Keeper,0.0,2125319.5,0.0,20000000.0,0.69953111,4
3,Rassie Van Der Dussen,Overseas,Batter,0.0,2135125.5,0.0,5000000.0,0.686390984,4
4,Samuel Hain,Overseas,Batter,0.0,2127266.2,50000000.0,0.0,0.681846464,4
5,Michael Bracewell,Overseas,All-Rounder,1.0,10993871.0,0.0,10000000.0,0.675320255,4
6,James Vince,Overseas,Batter,1.0,8082313.0,0.0,2000000.0,0.674611308,4
7,Josh Inglis,Overseas,Wicket-Keeper,1.0,10078664.0,0.0,5000000.0,0.671619204,4
8,Rilee Rossouw,Overseas,Batter,1.0,16531287.0,0.0,5000000.0,0.66897751,4
9,Harry Brook,Overseas,Batter,1.0,15408319.0,20000000.0,0.0,0.663030289,4
10,Colin Munro,Overseas,Batter,1.0,5077823.5,0.0,5000000.0,0.662958213,4
11,Reeza Hendricks,Overseas,Batter,1.0,13276799.0,0.0,15000000.0,0.650626802,4
12,Travis Head,Overseas,Batter,1.0,7459493.0,0.0,4000000.0,0.649978063,4
13,Tom Kohler-Cadmore,Overseas,Wicket-Keeper,0.0,2126479.5,0.0,10000000.0,0.649650746,4
14,Matthew Short,Overseas,All-Rounder,0.0,2771313.5,0.0,5000000.0,0.640678301,4
15,Virat Singh,Indian,Batter,0.0,2322073.0,0.0,2000000.0,0.638966778,4
16,Jake Fraser-Mcgurk,Overseas,All-Rounder,0.0,2114126.8,0.0,5000000.0,0.63834455,4
17,Ben Duckett,Overseas,Wicket-Keeper,1.0,12902614.0,5000000.0,0.0,0.629280803,4
18,Gerald Coetzee,Overseas,All-Rounder,1.0,2130247.5,20000000.0,0.0,0.628510669,4
19,Johnson Charles,Overseas,Wicket-Keeper,1.0,9470781.0,50000000.0,0.0,0.614042615,4
20,Tristan Stubbs,Overseas,Wicket-Keeper,1.0,11498641.0,68000000.0,0.0,0.612658489,4
21,Shubham Dubey,Indian,Batter,0.0,2117931.8,0.0,2000000.0,0.611521219,4
22,Ricky Bhui,Indian,Wicket-Keeper,0.0,2200513.8,2000000.0,0.0,0.610654478,4
23,Wesley Agar,Overseas,All-Rounder,0.0,2121347.5,0.0,5000000.0,0.590554024,4
24,Brandon King,Overseas,Batter,1.0,20544278.0,0.0,5000000.0,0.578274872,4
25,Daryl Mitchell,Overseas,All-Rounder,1.0,18602014.0,0.0,5000000.0,0.576818499,4
26,Arshin Kulkarni,Indian,All-Rounder,0.0,2099252.5,0.0,2000000.0,0.55684592,4
27,K.S. Bharat,Indian,Wicket-Keeper,1.0,2360383.5,2000000.0,2000000.0,0.551854135,4
28,Shai Hope,Overseas,Wicket-Keeper,1.0,7142858.5,0.0,5000000.0,0.551314064,4
29,Ibrahim Zadran,Overseas,Batter,1.0,16641866.0,0.0,2000000.0,0.547876478,4
30,Manish Pandey,Indian,Batter,1.0,5443306.5,40000000.0,0.0,0.54573212,4
31,Steve Smith,Overseas,Batter,0.0,10063720.0,0.0,2000000.0,0.536678502,4
32,Dasun Shanaka,Overseas,All-Rounder,0.0,2126887.0,40000000.0,0.0,0.530756462,4
33,Sameer Rizvi,Indian,Batter,0.0,2107491.5,0.0,2000000.0,0.526431592,4
34,Karun Nair,Indian,Batter,0.0,2976007.5,2000000.0,0.0,0.526193574,4
35,Manan Vohra,Indian,Batter,0.0,2751321.2,0.0,2000000.0,0.521735004,4
36,Mark Chapman,Overseas,Batter,1.0,16188677.0,247500000.0,0.0,0.518192786,4
